source_doc,senator_flag,senator_name,raw office,funding_year,fiscal_year,congress_number,reference_page,document_number,date_posted,start_date,end_date,description,salary_flag,amount,payee
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,345,V21400004015,3/4/14,1/2/14,1/31/14,TECHNICAL SUPPORT,0,"$ 22,408.68",HEWLETT PACKARD COMPANY
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400003994,3/4/14,10/1/13,11/22/13,TECHNICAL SUPPORT,0,"$ 18,921.48",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400003995,3/4/14,1/14/14,1/14/14,TECHNICAL SUPPORT,0,$ 630.00,ANALYSTS INTERNATIONAL CORP
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400003997,3/4/14,11/23/13,12/27/13,TECHNICAL SUPPORT,0,"$ 16,590.44",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004025,3/4/14,1/1/14,1/31/14,TECHNICAL SUPPORT,0,"$ 19,986.48",MACAULAY BROWN INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004026,3/4/14,1/1/14,1/31/14,TECHNICAL SUPPORT,0,"$ 326,519.92",MACAULAY BROWN INC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,290,V21400004224,3/5/14,2/11/14,2/19/14,TECHNICAL SUPPORT,0,"$ 6,000.00",ROGER M SOLOMON PH D
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004020,3/5/14,1/1/14,1/31/14,TECHNICAL SUPPORT,0,"$ 92,407.53",SRA INTERNATIONAL INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004018,3/5/14,1/2/14,1/31/14,TECHNICAL SUPPORT,0,"$ 124,108.83",HEWLETT PACKARD COMPANY
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004150,3/5/14,11/23/13,12/27/13,TECHNICAL SUPPORT,0,$ 227.02,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004156,3/5/14,12/28/13,1/24/14,TECHNICAL SUPPORT,0,"$ 2,157.84",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,302,V21400004169,3/10/14,12/1/13,12/31/13,TECHNICAL SUPPORT,0,"$ 34,873.60",NCI INFORMATION SYSTEMS INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,302,V21400004170,3/10/14,1/1/14,1/31/14,TECHNICAL SUPPORT,0,"$ 34,001.76",NCI INFORMATION SYSTEMS INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004089,3/10/14,1/30/14,1/30/14,TECHNICAL SUPPORT,0,$ 180.00,ANALYSTS INTERNATIONAL CORP
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004099,3/10/14,12/27/13,1/31/14,TECHNICAL SUPPORT,0,"$ 79,467.00",EMC CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,340,V21400004282,3/12/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 59,322.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,340,V21400004283,3/12/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 24,563.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,340,V21400004285,3/12/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 435,120.79",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,340,V21400004286,3/12/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 123,877.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,340,V21400004287,3/12/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 116,717.58",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,340,V21400004311,3/12/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 18,867.03",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004290,3/12/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 1,855.16",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004291,3/12/14,12/28/13,1/24/14,TECHNICAL SUPPORT,0,"$ 14,152.32",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004326,3/12/14,12/28/13,1/24/14,TECHNICAL SUPPORT,0,$ 705.32,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,345,V21400004539,3/19/14,1/2/14,1/31/14,TECHNICAL SUPPORT,0,"$ 48,756.75",MICROSOFT ENTERPRISE SERVICES
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,279,V21400004455,3/20/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,$ 300.00,BANNISTER LAKE SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,325,V21400004602,3/20/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 3,788.56",LIFECARE INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004446,3/20/14,2/3/14,2/28/14,TECHNICAL SUPPORT,0,"$ 8,416.88",ALTERION INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004603,3/20/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,$ 96.59,SRA INTERNATIONAL INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004325,3/20/14,2/11/14,2/11/14,TECHNICAL SUPPORT,0,$ 540.00,ANALYSTS INTERNATIONAL CORP
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004395,3/20/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 5,000.00",GRANICUS INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,302,V21400004451,3/21/14,12/1/13,12/31/13,TECHNICAL SUPPORT,0,"$ 5,720.94",NCI INFORMATION SYSTEMS INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004454,3/21/14,2/2/14,2/28/14,TECHNICAL SUPPORT,0,"$ 7,777.44",ALTERION INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004601,3/21/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 31,965.83",SCIENCE APPLICATIONS INTERNATIONAL CORP
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004604,3/21/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 31,836.83",SRA INTERNATIONAL INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004608,3/21/14,1/1/14,1/31/14,TECHNICAL SUPPORT,0,"$ 6,890.67",FEI BEHAVIORAL HEALTH
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004666,3/25/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 13,174.82",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,337,V21400004690,3/26/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 77,980.09",SRA INTERNATIONAL INC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,345,V21400004739,3/26/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,345,V21400004740,3/26/14,1/1/14,1/31/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,345,V21400004741,3/26/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004835,3/26/14,12/28/13,1/24/14,TECHNICAL SUPPORT,0,"$ 13,154.44",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,350,V21400004836,3/26/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 3,819.16",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,290,V21400004856,3/27/14,3/4/14,3/6/14,TECHNICAL SUPPORT,0,"$ 4,500.00",ROGER M SOLOMON PH D
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400004842,3/27/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 262,882.80",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,292,V21400004839,4/2/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 14,150.00",FORCE 3 INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005105,4/2/14,9/29/13,10/26/13,TECHNICAL SUPPORT,0,"$ 30,404.94",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005106,4/2/14,11/24/13,12/21/13,TECHNICAL SUPPORT,0,"$ 33,852.93",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005107,4/2/14,12/22/13,1/18/14,TECHNICAL SUPPORT,0,"$ 22,020.07",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,366,V21400004976,4/2/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 6,500.00",GRANICUS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 0812 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,812,,,280,V21400005104,4/4/14,9/1/13,9/30/13,TECHNICAL SUPPORT,0,"$ 52,975.87",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005093,4/4/14,10/1/13,12/27/13,TECHNICAL SUPPORT,0,"$ 165,310.06",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005311,4/7/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 12,686.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005314,4/7/14,12/28/13,1/24/14,TECHNICAL SUPPORT,0,"$ 10,092.50",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400005154,4/7/14,2/3/14,2/28/14,TECHNICAL SUPPORT,0,"$ 22,408.68",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,366,V21400005155,4/7/14,2/3/14,2/28/14,TECHNICAL SUPPORT,0,"$ 105,572.99",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,319,V21400005360,4/8/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 34,679.54",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,366,V21400005325,4/9/14,2/3/14,2/28/14,TECHNICAL SUPPORT,0,"$ 19,380.00",EMERGENT LLC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005361,4/10/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,$ 193.98,NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400005454,4/10/14,3/2/14,3/31/14,TECHNICAL SUPPORT,0,"$ 8,589.44",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400005455,4/10/14,3/4/14,3/31/14,TECHNICAL SUPPORT,0,"$ 5,703.38",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,366,V21400005449,4/10/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 326,519.92",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,366,V21400005450,4/10/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 19,986.48",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,366,V21400005452,4/10/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 56,814.00",EMC CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,288,V21400005575,4/14/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,$ 300.00,BANNISTER LAKE SOFTWARE INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005539,4/14/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 295,046.04",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400005494,4/14/14,1/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 32,000.00",BERMAN DATABASE SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,325,V21400005525,4/15/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 3,788.56",LIFECARE INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005653,4/15/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 35,745.44",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400005614,4/15/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 31,965.83",SCIENCE APPLICATIONS INTERNATIONAL CORP
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400005615,4/15/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 6,890.67",FEI BEHAVIORAL HEALTH
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400005588,4/15/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 24,563.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400005589,4/15/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 59,322.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400005590,4/15/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 116,717.58",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400005591,4/15/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 123,877.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400005593,4/15/14,2/1/14,2/28/14,TECHNICAL SUPPORT,0,"$ 52,214.49",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400005652,4/15/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 435,120.79",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,332,V21400005726,4/17/14,3/14/14,3/25/14,TECHNICAL SUPPORT,0,$ 570.00,CAROUSEL INDUSTRIES OF NA INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400005677,4/18/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 18,187.95",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400006026,4/23/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 31,082.85",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400005901,4/23/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 16,823.30",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006011,4/24/14,3/28/14,3/28/14,TECHNICAL SUPPORT,0,"$ 17,456.00",JTEK DATA SOLUTIONS LLC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,327,V21400006082,4/25/14,12/28/13,1/24/14,TECHNICAL SUPPORT,0,"$ 62,058.90",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,342,V21400006190,4/25/14,3/1/14,3/31/14,TECHNICAL SUPPORT,0,"$ 78,725.88",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006083,4/25/14,1/25/14,2/21/14,TECHNICAL SUPPORT,0,"$ 13,841.64",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006111,4/25/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 2,245.72",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006191,4/25/14,3/3/14,3/31/14,TECHNICAL SUPPORT,0,"$ 30,360.00",EMERGENT LLC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400006379,5/5/14,2/3/14,2/27/14,TECHNICAL SUPPORT,0,"$ 30,108.75",MICROSOFT ENTERPRISE SERVICES
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400006433,5/5/14,3/4/14,3/31/14,TECHNICAL SUPPORT,0,"$ 19,456.19",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,367,V21400006429,5/5/14,2/22/14,3/28/14,TECHNICAL SUPPORT,0,"$ 7,648.40",GENERAL DYNAMICS INFORMATION TECH INC
