source_doc,senator_flag,senator_name,raw office,funding_year,fiscal_year,congress_number,reference_page,document_number,date_posted,start_date,end_date,description,salary_flag,amount,payee
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,288,V21400009143,7/24/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,$ 300.00,BANNISTER LAKE SOFTWARE INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400009046,7/24/14,2/16/14,3/15/14,TECHNICAL SUPPORT,0,"$ 30,875.12",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400009047,7/24/14,3/16/14,4/12/14,TECHNICAL SUPPORT,0,"$ 47,409.77",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400009048,7/24/14,4/13/14,5/10/14,TECHNICAL SUPPORT,0,"$ 26,251.69",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400009036,7/24/14,6/2/14,6/30/14,TECHNICAL SUPPORT,0,"$ 8,551.38",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400009037,7/24/14,6/2/14,6/30/14,TECHNICAL SUPPORT,0,"$ 7,914.38",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400009149,7/24/14,4/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 32,000.00",BERMAN DATABASE SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009014,7/24/14,5/1/14,5/31/14,TECHNICAL SUPPORT,0,"$ 343,986.92",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009153,7/24/14,4/26/14,5/23/14,TECHNICAL SUPPORT,0,"$ 13,498.04",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009155,7/24/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 6,239.80",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,334,V21400009235,7/29/14,6/10/14,6/30/14,TECHNICAL SUPPORT,0,"$ 3,055.20",OFFICE MOVERS INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400009157,7/29/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 59,322.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400009158,7/29/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 24,563.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,347,V21400009159,7/29/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 435,120.79",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009161,7/29/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 123,877.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009162,7/29/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 116,717.58",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009260,7/29/14,10/1/13,12/27/13,TECHNICAL SUPPORT,0,$ 656.49,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400009231,7/30/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 24,411.52",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400009233,7/30/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 83,521.16",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400009321,7/30/14,4/1/14,4/30/14,TECHNICAL SUPPORT,0,"$ 24,982.65",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009331,7/30/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 275,207.31",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009388,7/31/14,8/1/14,8/31/14,TECHNICAL SUPPORT,0,"$ 6,500.00",GRANICUS INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400009418,8/1/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,305,V21400009463,8/4/14,3/29/14,6/27/14,TECHNICAL SUPPORT,0,$ 800.43,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400009468,8/4/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 14,440.13",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,MAJORITY CONFERENCE COMMITTEE (D) Funding Year 1416 MISCELLANEOUS ITEMS,1416,,,165,DDCC21400098,8/6/14,6/28/14,7/27/14,TECHNICAL SUPPORT,0,"$ 1,170.00",JP MORGAN CHASE BANK NA
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,323,V21400009634,8/8/14,4/10/14,4/10/14,TECHNICAL SUPPORT,0,"$ 5,767.37",ICONSTITUENT LLC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009833,8/13/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 31,082.85",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009834,8/13/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 39,160.87",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009842,8/13/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 123,877.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009844,8/13/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 116,717.58",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009845,8/13/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 59,322.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009830,8/13/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 126,109.66",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400009937,8/14/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 26,351.52",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009646,8/14/14,4/26/14,7/18/14,TECHNICAL SUPPORT,0,"$ 40,762.00",STORAGEHAWK
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1014 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1014,,,288,V21400009993,8/18/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,$ 300.00,BANNISTER LAKE SOFTWARE INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009820,8/18/14,7/3/14,7/3/14,TECHNICAL SUPPORT,0,$ 420.00,COMMUNICATIONS ENGINEERING INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400009991,8/18/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 45,389.75",MICROSOFT ENTERPRISE SERVICES
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009989,8/18/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 1,562.24",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009990,8/18/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 14,272.12",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009994,8/18/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 343,986.92",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009997,8/18/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 343,986.92",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009968,8/20/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 435,120.79",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400009969,8/20/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 24,563.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009966,8/20/14,6/2/14,6/30/14,TECHNICAL SUPPORT,0,"$ 27,660.00",EMERGENT LLC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009967,8/20/14,5/1/14,5/30/14,TECHNICAL SUPPORT,0,"$ 22,140.00",EMERGENT LLC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010034,8/21/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,$ 157.38,SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010035,8/21/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 31,836.83",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010037,8/21/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 81,281.42",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,368,V21400009955,8/21/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 6,500.00",GRANICUS INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,305,V21400010150,8/26/14,6/11/14,6/11/14,TECHNICAL SUPPORT,0,$ 195.28,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,360,V21400010198,8/26/14,8/1/14,8/31/14,TECHNICAL SUPPORT,0,"$ 2,700.00",CFO SOLUTIONS LLC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010175,8/26/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 6,044.52",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010091,8/27/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 4,618.25",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010092,8/27/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 10,426.88",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400010299,9/2/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 3,119.73",LIFECARE INC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,335,V21400010256,9/2/14,6/25/14,6/25/14,TECHNICAL SUPPORT,0,$ 739.50,RESTON LIMOUSINE & TRAVEL SERVICE INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010207,9/2/14,5/24/14,6/27/14,TECHNICAL SUPPORT,0,"$ 16,982.86",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010209,9/2/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 22,800.00",EMERGENT LLC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010265,9/2/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 260,269.90",BART AND ASSOCIATES INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400010604,9/15/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 14,770.82",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,335,V21400010662,9/15/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 2,259.36",OFFICE MOVERS INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010615,9/15/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 6,890.67",FEI BEHAVIORAL HEALTH
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010211,9/15/14,5/30/14,7/31/14,TECHNICAL SUPPORT,0,"$ 13,243.50",MACAULAY BROWN INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010559,9/15/14,9/1/14,9/30/14,TECHNICAL SUPPORT,0,"$ 6,500.00",GRANICUS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010646,9/15/14,4/26/14,6/28/14,TECHNICAL SUPPORT,0,"$ 145,869.00",EMC CORPORATION
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400010698,9/16/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 24,563.08",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400010699,9/16/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 59,322.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400010700,9/16/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 116,717.58",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400010703,9/16/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 435,120.79",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400010704,9/16/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 123,877.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010713,9/16/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 13,878.94",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400010714,9/16/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 2,489.82",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400010908,9/18/14,8/7/14,8/13/14,TECHNICAL SUPPORT,0,"$ 4,500.00",ROGER M SOLOMON PH D
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400010909,9/18/14,7/24/14,7/30/14,TECHNICAL SUPPORT,0,"$ 3,000.00",ROGER M SOLOMON PH D
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,300,V21400010910,9/18/14,8/1/14,8/31/14,TECHNICAL SUPPORT,0,"$ 3,119.73",LIFECARE INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400010808,9/19/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 33,129.92",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010882,9/19/14,8/1/14,8/29/14,TECHNICAL SUPPORT,0,"$ 8,526.00",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400010892,9/19/14,8/1/14,8/29/14,TECHNICAL SUPPORT,0,"$ 7,587.75",ALTERION INC
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,361,V21400010809,9/19/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 28,622.67",HEWLETT PACKARD COMPANY
113_sdoc25,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,348,V21400011057,9/23/14,10/1/13,1/24/14,TECHNICAL SUPPORT,0,"$ 3,610.45",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400011054,9/23/14,7/26/14,8/22/14,TECHNICAL SUPPORT,0,"$ 1,779.64",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400011024,9/29/14,8/1/14,8/31/14,TECHNICAL SUPPORT,0,"$ 36,617.28",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400011026,9/29/14,8/1/14,8/31/14,TECHNICAL SUPPORT,0,"$ 17,857.26",NCI INFORMATION SYSTEMS INC
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400011111,9/29/14,7/6/14,8/2/14,TECHNICAL SUPPORT,0,"$ 19,669.17",DELOITTE CONSULTING LLP
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400009725,9/29/14,6/1/14,6/30/14,TECHNICAL SUPPORT,0,"$ 31,965.83",SCIENCE APPLICATIONS INTERNATIONAL CORP
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400011023,9/29/14,8/1/14,8/31/14,TECHNICAL SUPPORT,0,"$ 73,441.52",SRA INTERNATIONAL INC
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400011099,9/29/14,7/1/14,7/31/14,TECHNICAL SUPPORT,0,"$ 31,965.83",SCIENCE APPLICATIONS INTERNATIONAL CORP
113_sdoc25,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400011100,9/29/14,8/1/14,8/31/14,TECHNICAL SUPPORT,0,"$ 31,965.83",SCIENCE APPLICATIONS INTERNATIONAL CORP
113_sdoc25,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,361,V21400011108,9/29/14,7/1/14,7/30/14,TECHNICAL SUPPORT,0,"$ 29,564.85",MICROSOFT ENTERPRISE SERVICES
113_sdoc25,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,369,V21400011124,9/29/14,6/28/14,7/25/14,TECHNICAL SUPPORT,0,"$ 12,123.64",GENERAL DYNAMICS INFORMATION TECH INC
